game,community_id,Negative,Neutral,Positive,comments,positive_pct,neutral_pct,negative_pct,users,top_terms,top_central_users
BanG Dream,170,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@lilyiron5969, @zaychikrandbronya1174"
BanG Dream,171,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@kamiyachen91, @davidnnn6986"
BanG Dream,172,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Sui-q3b, @hina45510"
BanG Dream,173,1.0,1.0,3.0,5.0,60.0,20.0,20.0,2,"bands, like, new, new bands","@chokletyumyum2599, @Toffee028"
BanG Dream,174,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@NhậtKhaNguyễn-t1c, @QinglinLiu"
BanG Dream,175,1.0,0.0,2.0,3.0,66.67,0.0,33.33,2,bandori,"@Huehuemuch, @Yato-ws3kp"
BanG Dream,176,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@alifmaulaja5950, @finkfink2"
BanG Dream,177,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@muhdanwar4824, @arnoeddy1403"
BanG Dream,178,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@adamrmdhn541, @chiimei"
BanG Dream,179,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,"covers, pjsk","@bellatravis9716, @raisinpies"
BanG Dream,180,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@シーチャオ, @m16159s"
BanG Dream,181,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@AlgebralienSix, @Koiifishss"
BanG Dream,182,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@SuikaNagao, @kataryo4326"
BanG Dream,183,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,,"@しずく-g3y, @LeoAestron"
BanG Dream,184,0.0,2.0,4.0,6.0,66.67,33.33,0.0,2,"movie, home, hahaha, episode, like, anime, typical","@DarkUltragustavorock2006, @irvanmikhael3163"
BanG Dream,185,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@kickken4058, @mits354"
BanG Dream,186,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@Len_chic, @tsuyuthenormalfrog1911"
BanG Dream,187,0.0,5.0,0.0,5.0,0.0,100.0,0.0,2,,"@ヌーヌン, @ot8345"
BanG Dream,188,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@Iovemkm, @Kanadeknight"
BanG Dream,189,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@victorfajardourizar3042, @LuisAlberto-uz2zh"
BanG Dream,190,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@PrimaAzurelight01, @Skib358mermerSkib"
BanG Dream,191,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,bandori,"@flexra, @feliksdzerzhinskij800"
BanG Dream,192,1.0,4.0,1.0,6.0,16.67,66.67,16.67,2,"months, i'm, fries, potato, later, months later","@hard_satania926, @murasAme19"
BanG Dream,193,1.0,1.0,3.0,5.0,60.0,20.0,20.0,2,,"@AmanoRui, @whiteskybluesea"
BanG Dream,194,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@KuniaccNiNo, @Rott33nchan"
BanG Dream,195,4.0,4.0,1.0,9.0,11.11,44.44,44.44,2,,"@hinyaaa, @apricotsart"
BanG Dream,196,2.0,0.0,1.0,3.0,33.33,0.0,66.67,2,sounds,"@veripritty5956, @rollinggirll"
BanG Dream,197,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,kaoru,"@miaxxluvs, @webbony"
BanG Dream,198,0.0,6.0,1.0,7.0,14.29,85.71,0.0,2,,"@nene1224-s4w, @松村有輝"
BanG Dream,199,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@saria9013, @竈門炭治郎-d7x"
BanG Dream,200,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@Patchiloaf, @-touhoufan"
BanG Dream,201,2.0,1.0,0.0,3.0,0.0,33.33,66.67,2,"season, watch","@jtoldfield, @YukiPheonix"
BanG Dream,202,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@llllboomerlll3122, @jameseji97"
BanG Dream,203,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@lolsuckmydick, @smellyzabeth"
BanG Dream,204,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@yellowlover55, @Burrito412"
BanG Dream,205,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@gabrieltaurino4657, @MikaFrogPossum667"
BanG Dream,206,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@The_local_goofy, @M4nni0701"
BanG Dream,207,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@DEVVIZ0811, @Ray_HW"
BanG Dream,208,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ajoajoajoaj, @cherrycookieplays8271"
BanG Dream,209,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@fhfahim709, @kennyssj4"
BanG Dream,210,1.0,2.0,0.0,3.0,0.0,66.67,33.33,2,,"@reilover9990, @yvarabu"
BanG Dream,211,0.0,8.0,0.0,8.0,0.0,100.0,0.0,2,,"@diaruby, @濵本竜司"
BanG Dream,212,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@user-oo6by6cb9u, @mainaccount4560"
BanG Dream,213,2.0,0.0,2.0,4.0,50.0,0.0,50.0,2,"incest, just","@ny0ch10, @DavitMustanian"
BanG Dream,214,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@NekoHiroSan8643, @fattysaturn6696"
BanG Dream,215,0.0,4.0,1.0,5.0,20.0,80.0,0.0,2,,"@bioguitar, @宇土穣"
BanG Dream,216,0.0,2.0,1.0,3.0,33.33,66.67,0.0,2,characters,"@mualaniwaves, @_mavikjk"
BanG Dream,217,1.0,0.0,2.0,3.0,66.67,0.0,33.33,2,like,"@badbuddy0934, @lexex2550"
BanG Dream,218,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@くまっ-t3g, @川本裕一-f2j"
BanG Dream,219,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@鷹取亮介, @enjumaru2847"
BanG Dream,220,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@三男さんなん-l2v, @シーマ-f6y"
BanG Dream,221,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@BreakDownBuildUp, @TempTaiStation1"
BanG Dream,222,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@lenen6832, @luckynevx"
BanG Dream,223,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@igotkidsinmybasementurnext5576, @abouquetofdyingroses"
BanG Dream,224,0.0,0.0,3.0,3.0,100.0,0.0,0.0,2,"cute, precious, rimi","@tonygarcia4730, @lindseybrown94"
BanG Dream,225,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@紅姫うみこ, @そら-m1m"
BanG Dream,226,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Ryuuu53, @Tommy-by1ns"
BanG Dream,227,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@キキリン-w6e, @アルケンれいだ"
BanG Dream,228,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@ruyaazuya3334, @juney4571"
BanG Dream,229,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@darkaoshi27, @7_muhammadmuharromisusmaya196"
BanG Dream,230,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@Echleon_, @regulusfusionai2050"
BanG Dream,231,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Unkownvid112, @MochaCiaVTOfficial"
BanG Dream,232,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@chaoticbookshelf1063, @KatsuKasuu"
BanG Dream,233,2.0,2.0,1.0,5.0,20.0,40.0,40.0,2,spam,"@starrsynth, @vanoes"
BanG Dream,234,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,,"@aina6501, @mahirushiinadefender6038"
BanG Dream,235,2.0,2.0,0.0,4.0,0.0,50.0,50.0,2,"card, like, start, looks, looks like","@Hex_and_Cyrix_simp, @watashime_vkipper"
BanG Dream,236,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@misteryoso2373, @azaffaza"
BanG Dream,237,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Serenity_ahhh, @whiskerlickens7317"
BanG Dream,238,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@arandomketchup4649, @yellowjackets_gamin"
BanG Dream,239,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@光莉と千影, @hayabusa072215"
BanG Dream,240,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@VictoriaParent-l5m, @akafebreze"
BanG Dream,241,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,"bandori, it's, pjsk vocalists, vocalists, biased, feel, just, makes","@muffinman_4, @ayamarukitty"
BanG Dream,242,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@BlueverseProject, @_amya__"
BanG Dream,243,0.0,5.0,0.0,5.0,0.0,100.0,0.0,2,,"@ねざ百鬼組, @deny_okusawa"
BanG Dream,244,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@まちだ-o2v, @通知ウォフザマス"
BanG Dream,245,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@TheNKagami, @1126rr"
BanG Dream,246,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,"aggressive, covers, covers aggressive","@kaniozaini, @N3bulae09"
BanG Dream,247,0.0,9.0,1.0,10.0,10.0,90.0,0.0,2,,"@seed6456, @mm.yuppie2501"
BanG Dream,248,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@justkatzy, @annieamare"
BanG Dream,249,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@一樹-v1h, @黄緑紫黒"
BanG Dream,250,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,,"@VivalaG, @taty3138"
BanG Dream,251,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@oo-yj8wy, @murkikash"
BanG Dream,252,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@_barista83, @ドンケ"
BanG Dream,253,0.0,10.0,0.0,10.0,0.0,100.0,0.0,2,,"@素浪臼, @トシオカナモン"
BanG Dream,254,0.0,7.0,0.0,7.0,0.0,100.0,0.0,2,,"@eiki3779, @赤崎烈斗"
BanG Dream,255,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@emmacristea6714, @moonlights_tsu8143"
BanG Dream,256,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Eis_, @xShamandalie"
BanG Dream,257,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Maerene, @saucymice26"
BanG Dream,258,1.0,0.0,3.0,4.0,75.0,0.0,25.0,2,,"@muhamadrabanibinzawawi4434, @khocthue3"
BanG Dream,259,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@DenisEinzbern, @frenzonevirus745"
BanG Dream,260,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@廻天せし龍神, @suiminDID"
BanG Dream,261,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,sekai,"@zelphire6416, @sugar.rat31"
BanG Dream,262,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@7vlusic, @Yuanshaosama"
BanG Dream,263,0.0,0.0,3.0,3.0,100.0,0.0,0.0,2,,"@zoshlog, @n-Chantreuse"
BanG Dream,264,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@リュート-y2p, @揚げパン-i2f"
BanG Dream,265,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Renault420, @bitkiii6374"
BanG Dream,266,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@robonene7611, @Velereth"
BanG Dream,267,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@tan6683, @thecommoner2090"
BanG Dream,268,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@nagsicle, @IWasgt"
BanG Dream,269,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,,"@jacquilinemaake596, @oreofoxgamerx6028"
BanG Dream,270,1.0,8.0,14.0,23.0,60.87,34.78,4.35,2,"views, amazing, wow, just, just views, omg, omg views, cmon","@Tsuruding, @Mayuri-Mai"
BanG Dream,271,1.0,0.0,3.0,4.0,75.0,0.0,25.0,2,"toya, best, really, just, love, cover, biased, vbs","@solarssolstice, @getoo4-5"
BanG Dream,272,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@ingi-u62, @123YMD"
BanG Dream,273,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@Sparkills-0139, @N30nink"
BanG Dream,274,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@LIKEMINE000, @BudBloom99"
BanG Dream,275,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@5at5una, @NMR25"
BanG Dream,276,1.0,1.0,1.0,3.0,33.33,33.33,33.33,2,,"@Leo.junior1234, @creaturefan216"
BanG Dream,277,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@mrwutang-x4k, @swinyg3519"
BanG Dream,278,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@lovestargame, @yyyyy-yn8i"
BanG Dream,279,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@_rinshia, @Dan-ni1ct"
BanG Dream,280,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@leobenca8282, @sinistar5041"
BanG Dream,281,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@LunarShift, @ilovebeinggyaru"
BanG Dream,282,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@メッシ_10, @user-freeman111"
BanG Dream,283,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@ないびの, @LoveX2000X"
BanG Dream,284,0.0,12.0,0.0,12.0,0.0,100.0,0.0,2,,"@ルル3錠25amiakey, @田野満開"
BanG Dream,285,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,,"@きりみちゃん-t4p, @りっか-z6r"
BanG Dream,286,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,bandori,"@niicespiice, @hjjr31"
BanG Dream,287,1.0,0.0,1.0,2.0,50.0,0.0,50.0,2,,"@tupespa, @nothingbutsweat"
BanG Dream,288,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Auqi, @Valenzki"
BanG Dream,289,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@Kazuuu14477, @robertbernard7844"
BanG Dream,290,0.0,4.0,0.0,4.0,0.0,100.0,0.0,2,,"@ふさふさん-h1g, @なめこマン"
BanG Dream,291,0.0,3.0,0.0,3.0,0.0,100.0,0.0,2,"en, en server, event, server","@blbrdshmmng, @Rinzy1140"
BanG Dream,292,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@mayamaya6182, @mulppsxd"
BanG Dream,293,0.0,1.0,2.0,3.0,66.67,33.33,0.0,2,"bandori, band, it's, rosalia","@Leonaa4, @Koshka_milk_OFFICIAL"
BanG Dream,294,0.0,5.0,1.0,6.0,16.67,83.33,0.0,2,,"@kotaro-j1d, @ゲッコウガ-y6r"
BanG Dream,295,1.0,1.0,0.0,2.0,0.0,50.0,50.0,2,,"@XxXsoapXxX, @rebewz"
BanG Dream,296,0.0,1.0,1.0,2.0,50.0,50.0,0.0,2,,"@akaru3202, @LuxFloire"
BanG Dream,297,0.0,3.0,1.0,4.0,25.0,75.0,0.0,2,,"@Yunoა, @AnaVitoria-ci9li"
BanG Dream,298,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2,,"@YingXu-s3y, @merlinaudubon6202"
BanG Dream,299,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@kuicclyrics, @dasidasidasida"
BanG Dream,300,0.0,7.0,1.0,8.0,12.5,87.5,0.0,2,,"@nSzalka, @ボコ-c6o"
BanG Dream,301,0.0,4.0,1.0,5.0,20.0,80.0,0.0,2,,"@Games-ii6bs, @icycandiee6343"
BanG Dream,302,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@唐揚げ弁当-e5h, @ThunderElectronicsWorld"
BanG Dream,303,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@箸休め花, @零阡"
BanG Dream,304,0.0,2.0,0.0,2.0,0.0,100.0,0.0,2,,"@mannen_novice, @user-izmsk-0510"
Project Sekai,0,68.0,181.0,139.0,388.0,35.82,46.65,17.53,171,"thank, rank, miku, sidequestswithmanu, card, just, team, game","@Its_Me_Aliceee, @UltimateSpinjitzuDestroyer, @kohane.world.domination, @savageryreally7058, @angelleslikeyou"
Project Sekai,1,97.0,293.0,59.0,449.0,13.14,65.26,21.6,160,"mizuki, trans, yes, canon, miku, aroace, just, mizuki trans","@Emii11ii, @Noodle_doodle_crafts, @Hammupal_21, @Yuon_11, @damagedcircuits"
Project Sekai,2,183.0,151.0,84.0,418.0,20.1,36.12,43.78,146,"like, just, shiho, think, don't, it's, really, mafuyu","@mitsu-e7b, @Manikuin_nin, @C1oudy_, @MysticTheFloofBall, @Shihosiies"
Project Sekai,3,51.0,118.0,159.0,328.0,48.48,35.98,15.55,124,"movie, miku, thanks, like, thank, just, watching, game","@bear_baremathilde, @MissedComboswithLauraNeuzeth, @gamingwithjason_, @Mango1021, @Ingo_Nabori"
Project Sekai,4,121.0,102.0,66.0,289.0,22.84,35.29,41.87,113,"like, just, cards, songs, hot, think, story, mizuki","@MLuvsLemonz, @Alien.RanRan, @monedooo, @mochimonika, @londynwallace2393"
Project Sekai,5,61.0,139.0,42.0,242.0,17.36,57.44,25.21,105,"like, emu, fight, just, yeah, im, sekai, help","@kohanes1fan, @TwilightTheGuy, @boba-fortune987, @arizdagurl, @hey6157"
Project Sekai,6,59.0,83.0,34.0,176.0,19.32,47.16,33.52,93,"akito, just, event, like, help, crying, tsukasa, it's","@marnies_morpeko, @ZhavariASVBS, @Sillygoober3915, @cacaca0, @Storm88888"
Project Sekai,7,68.0,83.0,70.0,221.0,31.67,37.56,30.77,91,"game, like, just, know, it's, mau1368, really, think","@UT4iTE, @Ablerave, @shiro-hoshishimaundercover8739, @lenatenyi9014, @corndawg9595"
Project Sekai,8,35.0,105.0,26.0,166.0,15.66,63.25,21.08,88,"kly, song, append, maddiplayz1, im, en, it's, yeah","@RedPaint477, @rrohazie, @errorpixelyt, @corisandecastan, @MaddiPlayz1"
Project Sekai,9,41.0,53.0,73.0,167.0,43.71,31.74,24.55,82,"like, love, ringtone, got, tier, tiering, just, event","@itzjolted, @Stxrry_Ren, @Kitty_Kat101, @Ryuji-Ly, @imnotlaee"
Project Sekai,10,45.0,51.0,36.0,132.0,27.27,38.64,34.09,73,"game, wxs, just, like, really, songs, play, gacha","@tokaku, @iexist_thatsit, @QlipothGear, @kanafu.k, @kokoko368"
Project Sekai,11,18.0,58.0,43.0,119.0,36.13,48.74,15.13,72,"true, fr, best, love, lol, agree, like, yes","@POOPNUGGET19, @beeeeni, @Blue-Code, @birb111, @AustinWithAHead"
Project Sekai,12,43.0,73.0,21.0,137.0,15.33,53.28,31.39,70,"just, song, like, ensekai, aroace, game, yeah, think","@nikovoss1472, @K3iwk0, @ruri-., @YOKANlMlTORETE, @sp4ceC0wbo0y"
Project Sekai,13,36.0,59.0,22.0,117.0,18.8,50.43,30.77,67,"fr, ena, just, lmao, mafuyu, wakeupena, bro, toya","@WeekendViibes, @Akai_Atsuki, @lovebinaa, @komaeggi, @zuluharbour2213"
Project Sekai,14,26.0,77.0,32.0,135.0,23.7,57.04,19.26,64,"song, play, ah, callmelizlia, speed, think, lol, pjsk","@liathecupid, @nudelauflaufwoomy, @nihilitywithin, @AustKNclips, @FeralYESYES"
Project Sekai,15,21.0,40.0,51.0,112.0,45.54,35.71,18.75,63,"best, vbs, n25, nightcord, odds, like, wxs, songs","@not-Eu, @jennifersotheraccount736, @lukamegurine4793, @faminehand, @mizukieater"
Project Sekai,16,30.0,67.0,21.0,118.0,17.8,56.78,25.42,59,"song, just, like, jp, hold, note, ah, pjsk","@380se-mi, @Heygayness, @agentnix21, @gamelledegravier, @YaoTea"
Project Sekai,17,12.0,58.0,28.0,98.0,28.57,59.18,12.24,59,"love, gay, song, mizurui, happy, yea, like, just","@Saki_LNsunshine, @AikoLikesAmber, @tegcat, @Avaloveschicken12, @Plainchees3."
Project Sekai,18,41.0,67.0,6.0,114.0,5.26,58.77,35.96,58,"song, like, rui5, rui, notes, hold, kaitosnumberonelover, just","@ruiwithrabies, @lthaqua, @regardish, @meltd2wnw, @thetadumb"
Project Sekai,19,13.0,34.0,56.0,103.0,54.37,33.01,12.62,52,"card, lunagoddessofthemoon, like, kanade, pretty, master, just, yes","@LunaGoddessOfTheMoon, @loloargentino, @duckle.d, @savesavva, @Astrogalaxykitty"
Project Sekai,20,40.0,42.0,41.0,123.0,33.33,34.15,32.52,50,"like, love, think, just, people, tsukasa, game, agree","@zomrai, @newquestion15, @dreammarche, @bubbl3_delia, @tintedpalette653"
Project Sekai,21,35.0,53.0,22.0,110.0,20.0,48.18,31.82,44,"correct, mafuyu, depressed, know, pjsk, just, depression, actually","@Xiaaaaaaaaa, @Minsuno1fan, @ansnumberonefan, @tatcolツ, @SunakoTenshiro"
Project Sekai,22,11.0,46.0,20.0,77.0,25.97,59.74,14.29,44,"splatoon, game, song, thought, soudatta, real, hear, pfp","@mochifox6675, @divinitydorks, @ThatOneWeirdGuy-nd4xb, @Someone-friendly, @T-rexMannn"
Project Sekai,23,11.0,47.0,12.0,70.0,17.14,67.14,15.71,43,"song, like, just, did, mafuyu, lmao, oofalization2636, combo","@Kirara_Simp69, @soredemoiindayo, @berdinepro7989, @audisplaystation3982, @lim0n1"
Project Sekai,24,16.0,68.0,10.0,94.0,10.64,72.34,17.02,43,"song, devil, master, stevecrush123, just, note, hold, dont","@asterifever, @stevecrush123, @ChristelleBaier, @Pancakes_76, @CreatorOfficialTUOC"
Project Sekai,25,19.0,36.0,13.0,68.0,19.12,52.94,27.94,39,"pjsk, hive, song, easy, rhythm, bro, master, just","@Itzlixxieee, @Lightkitty24, @earth2vvee, @YellowRaincoatsAreDelish, @オスケール"
Project Sekai,26,41.0,21.0,9.0,71.0,12.68,29.58,57.75,38,"people, just, rui, story, bad, akito, japan, game","@ema_idiot, @amxterxsu138, @theolaclan, @milkyway-train-insurance, @clockworkcake9408"
Project Sekai,27,16.0,19.0,10.0,45.0,22.22,42.22,35.56,38,"song, die, love, jp, lol, like, just, people","@m1shi, @ぱんだ筍たべる, @SadisticFrog, @computershitty, @zLucardy"
Project Sekai,28,24.0,23.0,8.0,55.0,14.55,41.82,43.64,27,"just, swastika, like, game, symbol, yeah, lol, rui","@bagElbitEsssss, @LittleCheeseburger-q2r, @Al13nRu1, @zephyraowl, @WxS_Songstress"
Project Sekai,29,10.0,24.0,17.0,51.0,33.33,47.06,19.61,26,"sekai, got, omg, just, lol, yes, know, imagine","@crunchykandi, @kaKaKi1234, @Freddyfazbear-yk3gu, @UnbreakingSOUL, @T3NSH1_N0CL0V3R_ALT"
Project Sekai,30,0.0,40.0,0.0,40.0,0.0,100.0,0.0,25,"nessy, timutimu, timutimu xp, white, white nessy, xp","@L-erulu, @若です, @H1ro3ta, @おにーたん-l7j, @white-nessy"
Project Sekai,31,9.0,15.0,18.0,42.0,42.86,35.71,21.43,23,"event, t5, just, xalors, it's, omg, gonna, did","@TheXalors, @koekoekichi, @dusttalebrainrot, @CHICKENNUGGIE_19, @Ashielysiaa"
Project Sekai,32,7.0,22.0,7.0,36.0,19.44,61.11,19.44,22,"like, game, play, fyodor, fr, playing, probably, game play","@thegi1rl, @CcKitvie, @aquajasper, @セバくん, @user59132"
Project Sekai,33,7.0,15.0,8.0,30.0,26.67,50.0,23.33,22,"hold, im, syfm, dihs, pjsk, fizzipopp, twin, shiggling","@budynczekoladowyy, @Kitsu_ItezaCreates, @unknown-tilltheend_-ivan, @Hayaya14, @soulgiiaboy"
Project Sekai,34,23.0,25.0,9.0,57.0,15.79,43.86,40.35,22,"cringe, song, it's, ok, just, say, download, like","@LttlBmblBee, @N3bulae09, @Asina.123, @LesterPapadopoulossnvrdrypants, @sstrawberrysdiaryy"
Project Sekai,35,14.0,21.0,4.0,39.0,10.26,53.85,35.9,21,"admyblvd, fr, mizu5, card, mizuki, depression, know, emu","@axolotllover4848, @Latte_Shortyy, @heya5010, @cheese_vaccum, @liveactionme6607"
Project Sekai,36,8.0,21.0,4.0,33.0,12.12,63.64,24.24,21,"fr, ikr, akito, real, said, song, kiss, akitoya","@Idk-w7t6z, @asterst4rr, @mizukiluvvsv, @Stellartsandgames, @Pawzz-mitsuki"
Project Sekai,37,1.0,21.0,2.0,24.0,8.33,87.5,4.17,20,"real, i'm, true, real i'm, hair, im, know, mizukis","@kwyxi, @rogersumateraRILL, @sillyawua, @Rboyfroyo, @MysticFlourBeast_of_epathy"
Project Sekai,38,0.0,16.0,5.0,21.0,23.81,76.19,0.0,19,,"@鮪-g1d, @マシュマロman, @melonp-39, @xeno1020, @k-h9179"
Project Sekai,39,7.0,19.0,12.0,38.0,31.58,50.0,18.42,18,"len, gabbyisagoober, lmao, mean, star, added, iidreamxyii8242, fuhua765","@Phluphyy, @marsnyann, @DELTARUNE1225TOMORROW, @VioletAkuroma, @gabbyisjustagoober27"
Project Sekai,40,0.0,30.0,0.0,30.0,0.0,100.0,0.0,17,,"@Kikyo_Bangdream, @user-nununu-i9r, @_7u-piter, @TASKIAO-o5p, @ゐいぐるみ"
Project Sekai,41,3.0,10.0,8.0,21.0,38.1,47.62,14.29,16,"expert, song, master, easy, isobel079, hard, played, die","@Hollyberryl0ver, @starz4audz, @Altforleah, @justrandom3339, @shuumatsuban"
Project Sekai,42,5.0,13.0,6.0,24.0,25.0,54.17,20.83,13,"game, called, pjsk, project, project sekai, sekai, pjsk project, colorful","@ihatebugsEww, @Justhopebubs222, @Celestial.alein.sonaria, @Lemonesss, @xXlight.blueXx"
Project Sekai,43,10.0,10.0,4.0,24.0,16.67,41.67,41.67,13,"family, family link, link, like, okay, huh, huh okay, jp","@artful_ACE11037, @am1a_is_here, @kawaiijoost, @JustSomeOrdinaryStudent, @shusumii"
Project Sekai,44,4.0,12.0,6.0,22.0,27.27,54.55,18.18,13,"song, hold, aoyagixx, guys, whats, thanks, note, help","@dragondash09, @aoyagixx, @bullyglazer1234, @STfan111, @orb_editz2"
Project Sekai,45,0.0,22.0,2.0,24.0,8.33,91.67,0.0,12,"game, pjsk, hatsune, hatsune miku, miku, project, project sekai, sekai","@nyoomquityoutube, @amaya1210, @Jade_therat-r1l, @Skye-o9d, @pepper_m1ntt"
Project Sekai,46,2.0,13.0,4.0,19.0,21.05,68.42,10.53,10,"project, expert, actually, just, called, app, app store, store","@fw678-p5c, @farizalee9874, @xAtomicDingoGames, @SaazieMoonYT, @AnaisPastorSoler"
Project Sekai,47,2.0,20.0,2.0,24.0,8.33,83.33,8.33,10,"game, song, timely_fox, issue, skill, skill issue, colorful, colorful stage","@ExAcct, @Therian_husky_, @HaruTurkish, @HydroHydraulics, @Yanamie12"
Project Sekai,48,4.0,5.0,0.0,9.0,0.0,55.56,44.44,9,"comments, likes, likes comments, comment, likes comment","@CCHA0TICENTR0PY, @WonderSm1le, @do_omy, @Shizuro_Reii, @LatıLucıSylus"
